"Y1","Y2","CHK_ACCT","DURATION","HISTORY","NEW_CAR","USED_CAR","FURNITURE","RADIO_TV","EDUCATION","RETRAINING","SAV_ACCT","EMPLOYMENT","INSTALL_RATE","MALE_DIV","MALE_SINGLE","MALE_MAR_or_WID","CO_APPLICANT","GUARANTOR","PRESENT_RESIDENT","REAL_ESTATE","PROP_UNKN_NONE","AGE","OTHER_INSTALL","RENT","OWN_RES","NUM_CREDITS","JOB","NUM_DEPENDENTS","TELEPHONE","FOREIGN"
2622,1,1,18,2,0,0,0,0,0,1,1,2,4,0,1,0,0,0,4,0,0,34,0,0,1,1,2,1,0,0
2337,1,1,36,4,0,0,0,1,0,0,0,4,4,0,1,0,0,0,4,1,0,36,0,0,1,1,2,1,0,0
7057,1,1,20,3,0,1,0,0,0,0,4,3,3,0,1,0,0,0,4,0,0,36,1,1,0,2,3,2,1,0
1469,1,3,24,2,1,0,0,0,0,0,1,4,4,0,0,1,0,0,4,1,0,41,0,1,0,1,1,1,0,0
2323,1,1,36,2,0,0,0,1,0,0,0,3,4,0,1,0,0,0,4,0,0,24,0,1,0,1,2,1,0,0
932,1,3,6,3,0,0,0,1,0,0,0,2,3,0,0,0,0,0,2,1,0,24,0,0,1,1,2,1,0,0
1919,1,1,9,4,0,0,1,0,0,0,0,3,4,0,1,0,0,0,3,0,0,35,0,1,0,1,2,1,1,0
2445,1,3,12,2,0,1,0,0,0,0,4,1,2,0,0,1,0,0,4,0,0,26,0,1,0,1,2,1,1,0
11938,0,1,24,4,0,0,0,0,0,0,0,2,2,0,1,0,1,0,3,0,0,39,0,0,1,2,3,2,1,0
6458,0,3,18,1,1,0,0,0,0,0,0,4,2,0,1,0,0,0,4,0,1,39,1,0,1,2,3,2,1,0
6078,1,1,12,2,1,0,0,0,0,0,0,3,2,0,1,0,0,0,2,0,0,32,0,0,1,1,2,1,0,0
7721,1,0,24,2,0,0,1,0,0,0,4,1,1,0,0,0,0,0,2,0,0,30,0,0,1,1,2,1,1,1
1410,1,1,14,2,0,0,0,0,0,1,2,4,1,0,0,1,0,0,2,1,0,35,0,0,1,1,2,1,1,0
1449,1,1,6,3,0,0,0,0,0,1,1,4,1,1,0,0,0,0,2,0,0,31,1,0,1,2,2,2,0,0
392,1,2,15,2,0,0,0,0,1,0,0,1,4,0,0,0,0,0,4,0,0,23,0,1,0,1,2,1,1,0
6260,1,1,18,2,1,0,0,0,0,0,0,3,3,0,1,0,0,0,3,1,0,28,0,1,0,1,1,1,0,0
7855,0,3,36,4,1,0,0,0,0,0,0,2,4,0,0,0,0,0,2,1,0,25,1,0,1,2,2,1,1,0
1680,1,0,12,2,0,0,0,1,0,0,2,4,3,0,0,1,0,0,1,1,0,35,0,0,1,1,2,1,0,0
3578,1,3,48,4,0,0,0,1,0,0,4,4,4,0,1,0,0,0,1,1,0,47,0,0,1,1,2,1,1,0
7174,0,0,42,2,0,0,0,1,0,0,4,3,4,0,0,0,0,0,3,0,0,30,0,0,1,1,3,1,1,0
2132,1,0,10,4,0,0,1,0,0,0,4,1,2,0,0,0,1,0,3,1,0,27,0,1,0,2,2,1,0,1
4281,0,0,33,4,0,0,1,0,0,0,2,2,1,0,0,0,0,0,4,0,0,23,0,0,1,2,2,1,0,0
2366,1,1,12,4,1,0,0,0,0,0,2,3,3,1,0,0,0,0,3,0,0,36,0,0,1,1,3,1,1,0
1835,0,0,21,2,0,0,0,1,0,0,0,2,3,0,0,0,0,0,2,1,0,25,0,0,1,2,2,1,1,0
3868,1,3,24,4,0,1,0,0,0,0,0,4,4,0,0,0,0,0,2,0,0,41,0,1,0,2,3,1,1,0
1768,1,3,12,2,0,0,1,0,0,0,0,2,3,0,1,0,0,0,2,1,0,24,0,1,0,1,1,1,0,0
781,1,2,10,4,1,0,0,0,0,0,0,4,4,0,1,0,0,0,4,0,1,63,0,0,0,2,2,1,1,0
1924,0,1,18,2,0,0,1,0,0,0,4,1,4,0,0,0,0,0,3,1,0,27,0,1,0,1,2,1,0,0
2121,1,0,12,4,1,0,0,0,0,0,0,2,4,0,1,0,0,0,2,0,0,30,0,0,1,2,2,1,0,0
701,1,0,12,2,0,0,0,1,0,0,0,2,4,0,0,1,0,0,2,1,0,40,0,0,1,1,1,1,0,0
639,0,1,12,2,0,0,0,0,0,0,0,2,4,0,1,0,0,0,2,0,0,30,0,0,1,1,2,1,0,0
1860,1,1,12,4,0,1,0,0,0,0,0,0,4,0,1,0,0,0,2,0,0,34,0,0,1,2,3,1,1,0
3499,0,0,12,4,1,0,0,0,0,0,0,2,3,0,0,0,1,0,2,1,0,29,0,0,1,2,2,1,0,0
8487,1,1,48,2,1,0,0,0,0,0,4,3,1,0,0,0,0,0,2,0,0,24,0,0,1,1,2,1,0,0
6887,0,0,36,3,0,0,0,0,1,0,0,2,4,0,1,0,0,0,3,0,0,29,1,0,1,1,2,1,1,0
2708,1,3,15,2,0,0,1,0,0,0,0,1,2,0,1,0,0,0,3,0,0,27,1,0,1,2,1,1,0,0
1984,1,3,18,2,0,0,1,0,0,0,0,2,4,0,1,0,0,0,4,0,1,47,1,0,0,2,2,1,0,0
10144,1,3,60,2,0,0,0,1,0,0,1,3,2,0,0,0,0,0,4,1,0,21,0,0,1,1,2,1,1,0
1240,1,3,12,4,0,0,0,1,0,0,4,4,4,0,0,0,0,0,2,1,0,38,0,0,1,2,2,1,1,0
8613,1,3,27,3,0,1,0,0,0,0,3,2,2,0,1,0,0,0,2,0,0,27,0,0,1,2,2,1,0,0
766,0,1,12,2,0,0,0,1,0,0,2,2,4,0,1,0,0,0,3,1,0,66,0,0,1,1,1,1,0,0
2728,1,1,15,4,0,0,0,1,0,0,4,3,4,0,1,0,0,1,2,1,0,35,1,0,1,3,2,1,1,0
1881,1,2,12,2,0,0,0,1,0,0,0,2,2,0,0,0,0,0,2,0,0,44,0,1,0,1,1,1,1,0
709,1,2,6,2,1,0,0,0,0,0,3,1,2,0,0,1,0,0,2,1,0,27,0,0,1,1,0,1,0,1
4795,1,1,36,2,0,0,0,1,0,0,0,1,4,0,0,0,0,0,1,0,1,30,0,0,1,1,3,1,1,0
3416,1,0,27,2,0,0,0,1,0,0,0,2,3,0,1,0,0,0,2,0,0,27,0,0,1,1,3,1,0,0
2462,0,0,18,2,0,0,1,0,0,0,0,2,2,0,1,0,0,0,2,0,0,22,0,0,1,1,2,1,0,0
2288,1,3,21,4,0,0,1,0,0,0,0,1,4,0,0,0,0,0,4,0,0,23,0,0,1,1,2,1,1,0
3566,1,1,48,1,0,0,0,0,0,1,1,3,4,0,1,0,0,0,2,0,0,30,0,0,1,1,2,1,0,0
860,1,0,6,4,1,0,0,0,0,0,0,4,1,0,0,0,0,0,4,0,1,39,0,0,1,2,2,1,1,0
682,1,3,12,4,1,0,0,0,0,0,1,3,4,0,0,0,0,0,3,0,0,51,0,0,1,2,2,1,1,0
5371,1,0,36,4,0,0,1,0,0,0,0,2,3,0,1,0,0,1,2,0,0,28,0,0,1,2,2,1,0,0
1582,1,3,18,4,0,0,0,1,0,0,3,4,4,0,1,0,0,0,4,0,0,46,0,0,1,2,2,1,0,0
1346,1,3,6,2,0,0,0,1,0,0,1,4,2,0,1,0,0,0,4,0,1,42,1,0,0,1,2,2,1,0
1924,1,3,10,2,0,0,0,1,0,0,0,2,1,0,1,0,0,0,4,0,0,38,0,0,1,1,2,1,1,1
5848,1,2,36,2,0,0,0,1,0,0,0,2,4,0,1,0,0,0,1,0,0,24,0,0,1,1,2,1,0,0
7758,1,1,24,4,0,1,0,0,0,0,3,4,2,0,0,0,0,0,4,0,1,29,0,1,0,1,2,1,0,0
6967,1,1,24,3,0,0,0,0,0,1,1,3,4,0,1,0,0,0,4,0,0,36,0,1,0,1,3,1,1,0
1282,0,0,12,2,0,0,1,0,0,0,0,2,2,0,0,0,0,0,4,0,0,20,0,1,0,1,2,1,0,0
1288,1,0,9,4,0,0,0,0,0,0,1,4,3,0,1,0,0,1,4,1,0,48,0,0,1,2,2,2,0,1
339,1,0,12,1,0,0,0,0,0,0,0,4,4,0,0,1,0,0,1,0,0,45,1,0,1,1,1,1,0,0
3512,1,1,24,2,1,0,0,0,0,0,1,3,2,0,1,0,0,0,3,0,0,38,1,0,1,2,2,1,1,0
1898,1,3,6,4,0,0,0,1,0,0,4,2,1,0,1,0,0,0,2,1,0,34,0,0,1,2,1,2,0,0
2872,1,3,24,4,0,0,0,1,0,0,1,4,3,0,1,0,0,0,4,1,0,36,0,0,1,1,2,2,1,0
1055,1,3,18,4,1,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,30,0,0,1,2,2,1,0,0
1262,1,3,15,2,0,0,0,0,0,0,2,3,4,0,1,0,0,0,3,0,0,36,0,0,1,2,2,1,1,0
7308,1,1,10,2,1,0,0,0,0,0,0,0,2,0,1,0,0,0,4,0,1,70,1,0,0,1,3,1,1,0
909,1,3,36,2,1,0,0,0,0,0,2,4,4,0,1,0,0,0,4,0,0,36,0,0,1,1,2,1,0,0
2978,1,3,6,2,0,0,1,0,0,0,2,2,1,0,1,0,0,0,2,0,0,32,0,0,1,1,2,1,1,0
1131,0,0,18,2,0,0,1,0,0,0,0,0,4,0,0,0,0,0,2,0,0,33,0,0,1,1,2,1,0,0
1577,1,1,11,2,0,0,1,0,0,0,3,1,4,0,0,0,0,0,1,1,0,20,0,0,1,1,2,1,0,0
3972,1,3,24,2,0,0,1,0,0,0,0,3,2,0,0,0,0,0,4,0,0,25,0,1,0,1,2,1,1,0
1935,0,1,24,4,0,0,0,0,0,1,0,4,4,1,0,0,0,0,4,1,0,31,0,0,1,2,2,1,1,0
950,0,0,15,0,1,0,0,0,0,0,0,4,4,0,1,0,0,0,3,0,0,33,0,1,0,2,2,2,0,0
763,1,3,12,2,0,0,1,0,0,0,0,2,4,0,0,0,0,0,1,1,0,26,0,0,1,1,2,1,1,0
2064,0,1,24,3,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2,0,0,34,0,0,1,1,3,1,1,0
1414,1,1,8,2,0,0,0,1,0,0,0,2,4,0,1,0,0,1,2,1,0,33,0,0,1,1,2,1,0,1
3414,0,0,21,3,0,0,0,0,1,0,0,1,2,0,1,0,0,0,1,0,0,26,0,0,1,2,2,1,0,0
7485,0,3,30,1,0,1,0,0,0,0,4,0,4,0,0,0,0,0,1,1,0,53,1,0,1,1,3,1,1,0
2577,1,0,12,2,0,0,1,0,0,0,0,2,2,1,0,0,0,0,1,0,0,42,0,0,1,1,2,1,0,0
338,1,0,6,4,0,0,0,1,0,0,2,4,4,0,1,0,0,0,4,0,0,52,0,0,1,2,2,1,0,0
1963,1,3,12,2,0,0,0,1,0,0,0,3,4,0,1,0,0,0,2,0,0,31,0,1,0,2,3,2,1,0
571,1,0,21,4,1,0,0,0,0,0,0,4,4,0,1,0,0,0,4,1,0,65,0,0,1,2,2,1,0,0
9572,0,3,36,3,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,28,0,0,1,2,2,1,0,0
4455,0,1,36,3,0,0,0,0,0,1,0,2,2,1,0,0,0,0,2,1,0,30,1,0,1,2,3,1,1,0
1647,0,0,21,1,1,0,0,0,0,0,4,2,4,0,1,0,0,0,2,0,0,40,0,0,1,2,1,2,0,0
3777,1,3,24,4,0,0,1,0,0,0,3,2,4,0,1,0,0,0,4,1,0,50,0,0,1,1,2,1,1,0
884,0,1,18,4,1,0,0,0,0,0,0,4,4,0,1,0,0,0,4,0,0,36,1,0,1,1,2,2,1,0
1360,1,3,15,4,0,0,0,1,0,0,0,2,4,0,1,0,0,0,2,0,0,31,0,0,1,2,2,1,0,0
5129,0,1,9,1,0,1,0,0,0,0,0,4,2,0,0,0,0,0,4,0,1,74,1,0,0,1,3,2,1,0
1175,1,1,16,4,1,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,68,0,0,0,3,0,1,1,0
674,0,0,12,2,0,0,0,1,0,0,1,3,4,0,0,1,0,0,1,0,0,20,0,0,1,1,2,1,0,0
3244,1,1,18,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,4,0,0,33,1,0,1,2,2,1,1,0
4591,0,3,24,2,0,0,0,0,0,1,3,2,2,0,1,0,0,0,3,0,0,54,0,0,1,3,3,1,1,0
3844,0,1,48,0,0,0,0,0,0,1,1,3,4,0,1,0,0,0,4,0,1,34,0,0,0,1,1,2,0,0
3915,0,1,27,2,0,0,0,0,0,1,0,2,4,0,1,0,0,0,2,0,0,36,0,0,1,1,2,2,1,0
2108,1,3,6,2,0,0,0,1,0,0,0,3,2,0,0,1,0,0,2,1,0,29,0,1,0,1,2,1,0,0
3031,0,1,45,2,0,0,0,1,0,0,1,2,4,0,1,0,0,1,4,0,0,21,0,1,0,1,2,1,0,0
1501,0,1,9,4,0,0,0,0,1,0,0,4,2,0,0,0,0,0,3,0,0,34,0,0,1,2,3,1,1,0
1382,1,3,6,4,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,0,28,0,0,1,2,2,1,1,0
951,0,1,12,2,0,0,1,0,0,0,1,1,4,0,0,0,0,0,4,0,0,27,1,1,0,4,2,1,0,0
2760,1,1,24,2,0,1,0,0,0,0,4,4,4,0,1,0,0,0,4,0,1,36,1,0,0,1,2,1,1,0
4297,0,1,18,3,0,0,1,0,0,0,0,4,4,1,0,0,0,0,3,0,1,40,0,0,1,1,3,1,1,0
936,1,3,9,4,0,0,0,0,1,0,2,4,4,0,1,0,0,0,2,0,0,52,0,0,1,2,2,1,1,0
1168,1,0,12,2,1,0,0,0,0,0,0,2,4,0,0,1,0,0,3,1,0,27,0,0,1,1,1,1,0,0
5117,1,3,27,3,0,0,0,0,0,1,0,3,3,0,1,0,0,0,4,0,0,26,0,0,1,2,2,1,0,0
902,0,0,12,2,0,0,0,0,0,0,0,3,4,0,0,1,0,0,4,0,0,21,0,1,0,1,2,1,0,0
1495,1,3,12,4,1,0,0,0,0,0,0,4,4,0,1,0,0,0,1,1,0,38,0,0,1,2,1,2,0,0
10623,1,0,30,4,0,1,0,0,0,0,0,4,3,0,1,0,0,0,4,0,1,38,0,0,0,3,3,2,1,0
1935,1,3,12,4,0,0,1,0,0,0,0,4,4,0,1,0,0,0,4,1,0,43,0,0,1,3,2,1,1,0
1424,1,1,12,4,0,0,0,0,0,0,0,3,4,0,1,0,0,0,3,0,0,26,0,0,1,1,2,1,0,0
6568,1,0,24,2,0,0,0,0,0,1,0,2,2,0,0,1,0,0,2,0,0,21,1,0,1,1,1,1,0,0
1413,1,3,12,2,0,1,0,0,0,0,3,3,3,0,1,0,0,0,2,0,0,55,0,0,1,1,2,1,0,1
3074,1,3,9,4,0,0,0,1,0,0,4,2,1,0,1,0,0,0,2,1,0,33,0,0,1,2,2,2,0,0
3835,1,3,36,2,0,0,0,1,0,0,4,4,2,0,0,0,0,0,4,1,0,45,0,0,1,1,1,1,1,0
5293,0,0,27,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,4,0,0,50,1,0,1,2,2,1,1,0
1908,0,2,30,3,0,0,0,0,0,1,0,4,4,0,1,0,0,0,4,1,0,66,0,0,1,1,3,1,1,0
